origin,destination,total_time_in_train,number_of_trains,total_distance_m,cycling_distance_m,total_cycling_time,total_walking_time,calories_burnt_walking,calories_burnt_cycling,walking_time_h,cycling_time_h
Canning Town tube station,West Ham tube station,9.98,1,1819,2665,10.816666666666666,31.726190476190478,129.54861111111111,88.33611111111111,0.5287698412698413,0.1802777777777778
Canning Town tube station,Whitechapel tube station,30.02,2,8271,7632,29.733333333333334,90.85714285714286,371.00000000000006,242.82222222222222,1.5142857142857145,0.4955555555555556
Cannon Street tube station,Chancery Lane tube station,19.67,1,2444,2060,8.65,24.523809523809526,100.1388888888889,70.64166666666667,0.4087301587301588,0.14416666666666667
Cannon Street tube station,Charing Cross tube station,18.02,1,2906,3035,12.733333333333333,36.13095238095239,147.53472222222223,103.98888888888888,0.6021825396825398,0.2122222222222222
Cannon Street tube station,Covent Garden tube station,26.0,1,3442,3120,14.616666666666667,37.142857142857146,151.66666666666669,119.36944444444444,0.6190476190476191,0.2436111111111111
Cannon Street tube station,Elephant & Castle tube station,19.48,1,2982,2546,10.966666666666667,30.30952380952381,123.76388888888889,89.56111111111112,0.5051587301587301,0.1827777777777778
Cannon Street tube station,Embankment tube station,13.3,1,2564,2873,12.933333333333334,34.202380952380956,139.65972222222226,105.62222222222222,0.5700396825396826,0.21555555555555556
Cannon Street tube station,Euston tube station,21.98,1,5358,3945,18.45,46.964285714285715,191.77083333333334,150.675,0.7827380952380952,0.3075
Cannon Street tube station,Euston Square tube station,24.83,1,6673,4154,17.116666666666667,49.452380952380956,201.93055555555557,139.78611111111113,0.8242063492063493,0.2852777777777778
Cannon Street tube station,Farringdon tube station,23.35,1,4174,1731,7.283333333333333,20.607142857142858,84.14583333333333,59.480555555555554,0.34345238095238095,0.1213888888888889
Cannon Street tube station,Goodge Street tube station,27.45,1,3945,3736,15.933333333333334,44.47619047619048,181.61111111111114,130.1222222222222,0.7412698412698414,0.26555555555555554
Cannon Street tube station,Great Portland Street tube station,25.83,1,7270,4796,19.483333333333334,57.095238095238095,233.13888888888889,159.1138888888889,0.9515873015873015,0.32472222222222225
Cannon Street tube station,Green Park tube station,27.53,1,5422,4647,21.233333333333334,55.32142857142858,225.89583333333334,173.40555555555557,0.9220238095238096,0.3538888888888889
Cannon Street tube station,Highbury & Islington tube station,41.1,2,12062,5021,20.933333333333334,59.773809523809526,244.07638888888889,170.95555555555558,0.9962301587301587,0.3488888888888889
Cannon Street tube station,Holborn tube station,17.52,1,2685,2470,10.283333333333333,29.40476190476191,120.06944444444447,83.98055555555555,0.49007936507936517,0.1713888888888889
Cannon Street tube station,Holloway Road tube station,41.95,2,8656,5844,24.15,69.57142857142858,284.08333333333337,197.225,1.1595238095238096,0.40249999999999997
Cannon Street tube station,Hyde Park Corner tube station,39.33,2,8954,5554,23.95,66.11904761904762,269.98611111111114,195.59166666666667,1.101984126984127,0.39916666666666667
Cannon Street tube station,Kennington tube station,19.2,1,3823,3550,13.7,42.261904761904766,172.56944444444446,111.88333333333334,0.7043650793650794,0.22833333333333333
Cannon Street tube station,King's Cross St Pancras tube station,19.83,1,4852,3776,15.566666666666666,44.952380952380956,183.55555555555557,127.12777777777777,0.7492063492063493,0.2594444444444444
Cannon Street tube station,Knightsbridge tube station,36.15,2,8287,6106,25.983333333333334,72.69047619047619,296.8194444444444,212.19722222222222,1.2115079365079364,0.4330555555555556
Cannon Street tube station,Lambeth North tube station,21.17,1,3330,2552,12.2,30.380952380952383,124.05555555555557,99.63333333333333,0.5063492063492064,0.2033333333333333
Cannon Street tube station,Leicester Square tube station,23.67,1,3285,3522,14.116666666666667,41.92857142857143,171.20833333333334,115.28611111111111,0.6988095238095239,0.23527777777777778
Cannon Street tube station,Liverpool Street tube station,14.98,1,1247,1301,6.65,15.488095238095239,63.243055555555564,54.30833333333334,0.25813492063492066,0.11083333333333334
Cannon Street tube station,London Bridge tube station,12.2,1,1412,1305,5.933333333333334,15.535714285714286,63.43750000000001,48.455555555555556,0.25892857142857145,0.09888888888888889
Cannon Street tube station,Marble Arch tube station,23.83,1,5377,6954,29.783333333333335,82.78571428571429,338.04166666666674,243.23055555555558,1.379761904761905,0.49638888888888894
Cannon Street tube station,Mile End tube station,16.47,1,4831,5077,17.2,60.44047619047619,246.79861111111111,140.46666666666667,1.0073412698412698,0.2866666666666667
Cannon Street tube station,Moorgate tube station,13.22,1,1275,1083,5.183333333333334,12.892857142857144,52.645833333333336,42.330555555555556,0.2148809523809524,0.08638888888888889
Cannon Street tube station,Mornington Crescent tube station,34.120000000000005,1,7772,4780,19.85,56.90476190476191,232.36111111111114,162.10833333333335,0.9484126984126985,0.33083333333333337
Cannon Street tube station,Nine Elms tube station,30.92,2,7046,5442,22.066666666666666,64.78571428571429,264.5416666666667,180.2111111111111,1.079761904761905,0.36777777777777776
Cannon Street tube station,Old Street tube station,17.0,1,1960,1865,8.866666666666667,22.202380952380956,90.65972222222224,72.41111111111111,0.3700396825396826,0.14777777777777779
Cannon Street tube station,Oval tube station,21.48,1,4658,5016,20.683333333333334,59.714285714285715,243.83333333333334,168.9138888888889,0.9952380952380953,0.3447222222222222
Cannon Street tube station,Oxford Circus tube station,20.65,1,4172,3975,16.55,47.32142857142858,193.22916666666669,135.15833333333333,0.7886904761904763,0.2758333333333333
Cannon Street tube station,Piccadilly Circus tube station,25.57,2,3549,4038,16.5,48.07142857142858,196.29166666666669,134.75,0.8011904761904762,0.275
Cannon Street tube station,Pimlico tube station,33.15,2,6035,5219,20.366666666666667,62.13095238095239,253.7013888888889,166.32777777777778,1.0355158730158731,0.33944444444444444
Cannon Street tube station,Regent's Park tube station,28.97,1,7425,5130,22.066666666666666,61.07142857142858,249.37500000000003,180.2111111111111,1.017857142857143,0.36777777777777776
Cannon Street tube station,Russell Square tube station,27.87,1,3366,3143,13.466666666666667,37.416666666666664,152.78472222222223,109.97777777777777,0.6236111111111111,0.22444444444444445
Cannon Street tube station,St James's Park tube station,14.68,1,3847,4140,16.55,49.28571428571429,201.25000000000003,135.15833333333333,0.8214285714285715,0.2758333333333333
Cannon Street tube station,Southwark tube station,20.77,1,3305,1708,8.066666666666666,20.333333333333332,83.02777777777777,65.87777777777778,0.33888888888888885,0.13444444444444445
Cannon Street tube station,Stepney Green tube station,13.75,1,3710,4073,14.1,48.48809523809525,197.9930555555556,115.14999999999999,0.8081349206349208,0.235
Cannon Street tube station,Stockwell tube station,23.93,1,5920,7222,27.183333333333334,85.9761904761905,351.0694444444445,221.9972222222222,1.4329365079365082,0.45305555555555554
Cannon Street tube station,Temple tube station,10.48,1,1851,1824,8.4,21.714285714285715,88.66666666666667,68.60000000000001,0.3619047619047619,0.14
Cannon Street tube station,Tottenham Court Road tube station,18.630000000000003,1,3363,3149,13.316666666666666,37.488095238095234,153.07638888888886,108.75277777777778,0.6248015873015872,0.22194444444444444
Cannon Street tube station,Tower Hill tube station,10.18,1,1246,1316,4.616666666666666,15.666666666666668,63.97222222222223,37.702777777777776,0.2611111111111111,0.07694444444444444
Cannon Street tube station,Vauxhall tube station,30.72,2,6780,4427,18.266666666666666,52.702380952380956,215.2013888888889,149.17777777777775,0.878373015873016,0.3044444444444444
Cannon Street tube station,Victoria tube station,19.57,1,4747,5266,23.583333333333332,62.69047619047619,255.98611111111111,192.59722222222223,1.04484126984127,0.39305555555555555
Cannon Street tube station,Warren Street tube station,29.93,1,6948,4220,17.55,50.23809523809525,205.1388888888889,143.32500000000002,0.8373015873015874,0.29250000000000004
Cannon Street tube station,Waterloo tube station,13.38,1,2735,2692,11.2,32.04761904761905,130.86111111111114,91.46666666666665,0.5341269841269842,0.18666666666666665
Cannon Street tube station,Westminster tube station,14.47,1,3278,3329,13.45,39.63095238095239,161.8263888888889,109.84166666666665,0.6605158730158731,0.22416666666666665
Cannon Street tube station,Whitechapel tube station,15.38,1,2915,3288,12.2,39.142857142857146,159.83333333333334,99.63333333333333,0.6523809523809524,0.2033333333333333
Chalk Farm tube station,Chancery Lane tube station,35.129999999999995,2,5648,5828,21.8,69.38095238095238,283.30555555555554,178.03333333333333,1.1563492063492062,0.36333333333333334
Chalk Farm tube station,Charing Cross tube station,19.4,1,5354,5632,19.966666666666665,67.04761904761905,273.77777777777777,163.06111111111107,1.1174603174603175,0.33277777777777773
Chalk Farm tube station,Covent Garden tube station,22.22,1,4919,5406,20.716666666666665,64.35714285714286,262.7916666666667,169.1861111111111,1.0726190476190476,0.34527777777777774
Chalk Farm tube station,East Finchley tube station,28.13,2,7326,6055,25.283333333333335,72.08333333333333,294.34027777777777,206.48055555555558,1.2013888888888888,0.4213888888888889
Chalk Farm tube station,Edgware Road tube station,35.82,2,5328,4808,19.933333333333334,57.23809523809525,233.72222222222226,162.7888888888889,0.9539682539682541,0.33222222222222225
Chalk Farm tube station,Embankment tube station,18.57,1,5366,6008,21.416666666666668,71.52380952380953,292.0555555555556,174.90277777777777,1.1920634920634923,0.35694444444444445
Chalk Farm tube station,Euston tube station,12.07,1,2542,3551,14.816666666666666,42.273809523809526,172.61805555555557,121.00277777777778,0.7045634920634921,0.24694444444444444
Chalk Farm tube station,Euston Square tube station,16.95,1,3239,3976,13.983333333333333,47.333333333333336,193.2777777777778,114.19722222222222,0.788888888888889,0.23305555555555554
Chalk Farm tube station,Farringdon tube station,33.42,2,7000,5660,21.033333333333335,67.38095238095238,275.1388888888889,171.77222222222224,1.123015873015873,0.35055555555555556
Chalk Farm tube station,Finchley Road tube station,31.37,1,4798,2891,10.716666666666667,34.416666666666664,140.5347222222222,87.51944444444445,0.5736111111111111,0.1786111111111111
Chalk Farm tube station,Finsbury Park tube station,27.08,2,7728,5069,16.5,60.345238095238095,246.40972222222223,134.75,1.0057539682539682,0.275
Chalk Farm tube station,Golders Green tube station,12.0,1,4496,4645,21.633333333333333,55.29761904761905,225.79861111111111,176.67222222222222,0.9216269841269842,0.3605555555555556
Chalk Farm tube station,Goodge Street tube station,14.22,1,3571,3933,13.666666666666666,46.82142857142858,191.18750000000003,111.61111111111111,0.780357142857143,0.22777777777777777
Chalk Farm tube station,Great Portland Street tube station,20.55,1,3504,3154,11.983333333333333,37.54761904761905,153.31944444444446,97.86388888888888,0.6257936507936509,0.19972222222222222
Chalk Farm tube station,Green Park tube station,28.13,2,5290,5381,21.966666666666665,64.05952380952381,261.57638888888886,179.39444444444445,1.0676587301587301,0.3661111111111111
Chalk Farm tube station,Hampstead tube station,12.68,1,2477,2443,14.416666666666666,29.083333333333332,118.75694444444444,117.7361111111111,0.4847222222222222,0.24027777777777776
Chalk Farm tube station,Highbury & Islington tube station,25.53,2,5845,4725,18.45,56.25,229.6875,150.675,0.9375,0.3075
Chalk Farm tube station,Highgate tube station,25.23,2,5627,5449,26.25,64.86904761904762,264.8819444444444,214.375,1.0811507936507936,0.4375
Chalk Farm tube station,Holborn tube station,26.93,1,4859,5193,19.5,61.82142857142858,252.43750000000003,159.25,1.030357142857143,0.325
Chalk Farm tube station,Holloway Road tube station,39.120000000000005,2,9828,4597,14.783333333333333,54.72619047619048,223.4652777777778,120.73055555555555,0.9121031746031747,0.24638888888888888
Chalk Farm tube station,Hyde Park Corner tube station,33.6,2,6813,7040,26.316666666666666,83.80952380952381,342.22222222222223,214.91944444444445,1.3968253968253967,0.4386111111111111
Chalk Farm tube station,Kentish Town tube station,20.7,2,2328,1787,6.3,21.273809523809526,86.86805555555556,51.449999999999996,0.3545634920634921,0.105
Chalk Farm tube station,Kilburn tube station,33.97,1,5945,4971,20.95,59.17857142857143,241.64583333333334,171.09166666666667,0.9863095238095239,0.3491666666666667
Chalk Farm tube station,Kilburn Park tube station,35.42,2,7764,4163,14.666666666666666,49.55952380952382,202.3680555555556,119.77777777777777,0.8259920634920637,0.24444444444444444
Chalk Farm tube station,King's Cross St Pancras tube station,16.28,1,3644,3485,13.133333333333333,41.488095238095234,169.4097222222222,107.25555555555555,0.6914682539682538,0.21888888888888888
Chalk Farm tube station,Knightsbridge tube station,33.78,2,7296,7593,28.35,90.39285714285715,369.10416666666674,231.525,1.5065476190476192,0.47250000000000003
Chalk Farm tube station,Ladbroke Grove tube station,41.23,2,8514,6535,23.533333333333335,77.79761904761905,317.67361111111114,192.1888888888889,1.2966269841269842,0.39222222222222225
Chalk Farm tube station,Lancaster Gate tube station,35.47,2,7177,6559,23.75,78.08333333333333,318.8402777777777,193.95833333333331,1.3013888888888887,0.3958333333333333
Chalk Farm tube station,Leicester Square tube station,19.05,1,4645,5136,18.133333333333333,61.142857142857146,249.6666666666667,148.0888888888889,1.0190476190476192,0.3022222222222222
Chalk Farm tube station,Maida Vale tube station,45.0,2,12126,3537,14.116666666666667,42.10714285714286,171.93750000000003,115.28611111111111,0.7017857142857143,0.23527777777777778
Chalk Farm tube station,Manor House tube station,44.1,2,12244,6105,20.65,72.67857142857143,296.77083333333337,168.64166666666665,1.211309523809524,0.3441666666666666
Chalk Farm tube station,Marble Arch tube station,34.53,2,6071,5514,20.933333333333334,65.64285714285715,268.0416666666667,170.95555555555558,1.0940476190476192,0.3488888888888889
