origin,destination,total_time_in_train,number_of_trains,total_distance_m,cycling_distance_m,total_cycling_time,total_walking_time,calories_burnt_walking,calories_burnt_cycling,walking_time_h,cycling_time_h
Great Portland Street tube station,St James's Park tube station,34.85,1,10898,4044,15.333333333333334,48.142857142857146,196.58333333333334,125.22222222222224,0.8023809523809524,0.2555555555555556
Great Portland Street tube station,St John's Wood tube station,22.73,2,2969,4106,15.466666666666667,48.88095238095239,199.59722222222226,126.3111111111111,0.8146825396825398,0.2577777777777778
Great Portland Street tube station,St Paul's tube station,22.3,1,4559,5102,19.066666666666666,60.73809523809525,248.01388888888894,155.7111111111111,1.0123015873015875,0.31777777777777777
Great Portland Street tube station,Sloane Square tube station,42.1,1,12897,5469,20.75,65.10714285714286,265.8541666666667,169.45833333333334,1.0851190476190478,0.3458333333333333
Great Portland Street tube station,South Kensington tube station,42.02,1,14077,6158,23.9,73.30952380952381,299.34722222222223,195.18333333333334,1.221825396825397,0.3983333333333333
Great Portland Street tube station,Southwark tube station,28.8,2,7105,4377,16.55,52.10714285714286,212.77083333333334,135.15833333333333,0.868452380952381,0.2758333333333333
Great Portland Street tube station,Swiss Cottage tube station,24.52,1,5010,4207,15.633333333333333,50.083333333333336,204.50694444444446,127.67222222222222,0.8347222222222223,0.26055555555555554
Great Portland Street tube station,Temple tube station,30.27,1,8902,3763,14.783333333333333,44.79761904761905,182.92361111111111,120.73055555555555,0.7466269841269841,0.24638888888888888
Great Portland Street tube station,Tottenham Court Road tube station,19.33,1,1632,1636,8.6,19.476190476190478,79.52777777777779,70.23333333333333,0.3246031746031746,0.14333333333333334
Great Portland Street tube station,Tufnell Park tube station,24.47,1,4581,3918,15.5,46.642857142857146,190.45833333333334,126.58333333333334,0.7773809523809524,0.25833333333333336
Great Portland Street tube station,Vauxhall tube station,23.25,1,5905,5982,22.666666666666668,71.21428571428572,290.79166666666674,185.11111111111114,1.1869047619047621,0.3777777777777778
Great Portland Street tube station,Victoria tube station,22.4,1,3904,5798,25.616666666666667,69.02380952380953,281.84722222222223,209.20277777777778,1.1503968253968255,0.42694444444444446
Great Portland Street tube station,Warwick Avenue tube station,19.22,1,3489,4185,15.066666666666666,49.82142857142858,203.4375,123.04444444444445,0.8303571428571429,0.2511111111111111
Great Portland Street tube station,Waterloo tube station,22.65,1,4064,3913,15.533333333333333,46.583333333333336,190.21527777777777,126.85555555555555,0.7763888888888889,0.2588888888888889
Great Portland Street tube station,West Hampstead tube station,26.47,2,5224,6374,25.0,75.88095238095238,309.84722222222223,204.16666666666669,1.2646825396825396,0.4166666666666667
Great Portland Street tube station,Westbourne Park tube station,14.65,1,4423,5554,23.65,66.11904761904762,269.98611111111114,193.14166666666668,1.101984126984127,0.39416666666666667
Great Portland Street tube station,Westminster tube station,34.519999999999996,1,10329,3595,14.883333333333333,42.79761904761905,174.75694444444446,121.54722222222222,0.7132936507936508,0.24805555555555556
Green Park tube station,High Street Kensington tube station,30.15,2,5603,4273,14.933333333333334,50.86904761904762,207.71527777777777,121.95555555555555,0.8478174603174603,0.24888888888888888
Green Park tube station,Holborn tube station,15.78,1,2201,2759,12.5,32.845238095238095,134.11805555555554,102.08333333333334,0.5474206349206349,0.20833333333333334
Green Park tube station,Holland Park tube station,32.93,2,5970,5845,21.3,69.58333333333333,284.1319444444444,173.95000000000002,1.159722222222222,0.35500000000000004
Green Park tube station,Hyde Park Corner tube station,12.6,1,1155,1444,5.533333333333333,17.190476190476193,70.19444444444446,45.18888888888889,0.28650793650793654,0.09222222222222222
Green Park tube station,Kennington tube station,26.92,2,4742,6643,22.083333333333332,79.08333333333333,322.9236111111111,180.3472222222222,1.3180555555555555,0.3680555555555555
Green Park tube station,Kensington tube station,30.15,2,5603,4273,14.933333333333334,50.86904761904762,207.71527777777777,121.95555555555555,0.8478174603174603,0.24888888888888888
Green Park tube station,Kentish Town tube station,29.98,2,5675,5920,25.233333333333334,70.47619047619047,287.7777777777777,206.07222222222222,1.1746031746031744,0.42055555555555557
Green Park tube station,Kilburn Park tube station,34.42,1,7483,6027,23.333333333333332,71.75,292.9791666666667,190.55555555555557,1.1958333333333333,0.3888888888888889
Green Park tube station,King's Cross St Pancras tube station,16.17,1,3920,4729,18.95,56.29761904761905,229.88194444444446,154.75833333333333,0.9382936507936509,0.3158333333333333
Green Park tube station,Knightsbridge tube station,12.78,1,1638,1997,7.566666666666666,23.773809523809526,97.0763888888889,61.79444444444445,0.39623015873015877,0.12611111111111112
Green Park tube station,Ladbroke Grove tube station,32.43,2,7718,6768,25.2,80.57142857142858,329.0,205.79999999999998,1.342857142857143,0.42
Green Park tube station,Lambeth North tube station,20.57,1,3311,4397,16.283333333333335,52.345238095238095,213.74305555555557,132.98055555555555,0.8724206349206349,0.2713888888888889
Green Park tube station,Lancaster Gate tube station,24.75,2,3571,3255,12.4,38.75,158.22916666666669,101.26666666666667,0.6458333333333334,0.20666666666666667
Green Park tube station,Leicester Square tube station,13.52,1,1254,1645,7.116666666666666,19.583333333333332,79.96527777777779,58.11944444444444,0.3263888888888889,0.1186111111111111
Green Park tube station,Liverpool Street tube station,32.65,2,5894,5724,22.55,68.14285714285715,278.25000000000006,184.15833333333333,1.135714285714286,0.37583333333333335
Green Park tube station,London Bridge tube station,16.65,1,4496,5549,21.116666666666667,66.05952380952381,269.7430555555556,172.45277777777778,1.1009920634920636,0.35194444444444445
Green Park tube station,Maida Vale tube station,30.15,1,6532,5024,20.183333333333334,59.80952380952382,244.22222222222226,164.83055555555558,0.996825396825397,0.3363888888888889
Green Park tube station,Mansion House tube station,27.2,2,4529,4431,16.933333333333334,52.75,215.39583333333334,138.2888888888889,0.8791666666666667,0.2822222222222222
Green Park tube station,Marble Arch tube station,22.45,1,2323,2132,8.183333333333334,25.380952380952383,103.6388888888889,66.83055555555556,0.42301587301587307,0.1363888888888889
Green Park tube station,Marylebone tube station,19.119999999999997,1,3914,3033,12.233333333333333,36.10714285714286,147.43750000000003,99.90555555555555,0.6017857142857144,0.20388888888888887
Green Park tube station,Monument tube station,26.4,1,5150,4741,18.116666666666667,56.44047619047619,230.46527777777777,147.95277777777778,0.9406746031746032,0.30194444444444446
Green Park tube station,Moorgate tube station,30.65,2,6105,5470,22.65,65.11904761904762,265.90277777777777,184.975,1.0853174603174602,0.3775
Green Park tube station,Mornington Crescent tube station,24.28,1,3808,4310,17.716666666666665,51.30952380952382,209.51388888888894,144.6861111111111,0.8551587301587303,0.29527777777777775
Green Park tube station,Nine Elms tube station,23.93,1,4297,6077,21.4,72.3452380952381,295.4097222222223,174.76666666666665,1.2057539682539684,0.35666666666666663
Green Park tube station,Notting Hill Gate tube station,27.28,2,5057,5565,20.016666666666666,66.25000000000001,270.5208333333334,163.46944444444443,1.104166666666667,0.3336111111111111
Green Park tube station,Old Street tube station,32.4,2,7232,5027,20.6,59.845238095238095,244.36805555555557,168.23333333333335,0.9974206349206349,0.3433333333333334
Green Park tube station,Oval tube station,26.12,1,4383,6609,22.633333333333333,78.67857142857143,321.2708333333333,184.8388888888889,1.3113095238095238,0.37722222222222224
Green Park tube station,Oxford Circus tube station,10.17,1,1175,1680,7.35,20.0,81.66666666666666,60.025,0.3333333333333333,0.1225
Green Park tube station,Paddington tube station,27.13,2,4573,3858,15.483333333333333,45.92857142857143,187.54166666666669,126.44722222222221,0.7654761904761905,0.25805555555555554
Green Park tube station,Piccadilly Circus tube station,11.15,1,750,990,4.583333333333333,11.785714285714286,48.12500000000001,37.43055555555555,0.19642857142857145,0.07638888888888888
Green Park tube station,Pimlico tube station,14.02,1,2664,5068,17.333333333333332,60.33333333333334,246.36111111111117,141.55555555555554,1.0055555555555558,0.28888888888888886
Green Park tube station,Queensway tube station,28.03,2,4568,4506,15.933333333333334,53.642857142857146,219.04166666666669,130.1222222222222,0.8940476190476191,0.26555555555555554
Green Park tube station,Regent's Park tube station,20.8,1,2890,2650,11.65,31.547619047619047,128.81944444444446,95.14166666666668,0.5257936507936508,0.19416666666666668
Green Park tube station,Royal Oak tube station,28.75,2,6005,4975,19.583333333333332,59.22619047619048,241.8402777777778,159.93055555555557,0.9871031746031746,0.3263888888888889
Green Park tube station,Russell Square tube station,17.73,1,2967,3081,13.133333333333333,36.67857142857143,149.77083333333334,107.25555555555555,0.6113095238095239,0.21888888888888888
Green Park tube station,St James's Park tube station,20.869999999999997,2,2309,3089,10.583333333333334,36.773809523809526,150.15972222222223,86.43055555555556,0.6128968253968254,0.1763888888888889
Green Park tube station,St John's Wood tube station,16.8,1,5111,5005,21.333333333333332,59.583333333333336,243.29861111111111,174.2222222222222,0.9930555555555556,0.3555555555555555
Green Park tube station,St Paul's tube station,29.15,2,4355,4309,16.3,51.29761904761905,209.4652777777778,133.11666666666667,0.8549603174603175,0.27166666666666667
Green Park tube station,Sloane Square tube station,25.43,2,2651,3176,11.7,37.80952380952382,154.3888888888889,95.54999999999998,0.6301587301587303,0.19499999999999998
Green Park tube station,South Kensington tube station,15.77,1,2820,3865,14.85,46.011904761904766,187.88194444444446,121.275,0.7668650793650794,0.2475
Green Park tube station,Southwark tube station,14.8,1,3131,5354,18.233333333333334,63.73809523809525,260.26388888888897,148.90555555555557,1.0623015873015875,0.30388888888888893
Green Park tube station,Stockwell tube station,16.52,1,4962,7857,26.516666666666666,93.53571428571429,381.9375,216.55277777777778,1.5589285714285714,0.4419444444444444
Green Park tube station,Swiss Cottage tube station,18.73,1,6063,6044,24.6,71.95238095238096,293.8055555555556,200.9,1.1992063492063494,0.41000000000000003
Green Park tube station,Temple tube station,22.7,2,3162,2789,11.35,33.202380952380956,135.57638888888889,92.69166666666666,0.5533730158730159,0.18916666666666665
Green Park tube station,Tottenham Court Road tube station,21.4,1,1787,1869,9.433333333333334,22.25,90.85416666666667,77.03888888888889,0.37083333333333335,0.15722222222222224
Green Park tube station,Tower Hill tube station,32.35,2,5855,5560,19.8,66.19047619047619,270.27777777777777,161.70000000000002,1.1031746031746033,0.33
Green Park tube station,Vauxhall tube station,11.58,1,3409,5675,18.616666666666667,67.55952380952381,275.86805555555554,152.0361111111111,1.1259920634920635,0.31027777777777776
Green Park tube station,Victoria tube station,11.73,1,1408,3353,14.033333333333333,39.916666666666664,162.99305555555554,114.60555555555555,0.6652777777777777,0.2338888888888889
Green Park tube station,Warren Street tube station,11.98,1,2295,2900,11.866666666666667,34.523809523809526,140.97222222222223,96.91111111111111,0.5753968253968255,0.19777777777777777
Green Park tube station,Warwick Avenue tube station,28.2,2,5295,4947,19.233333333333334,58.892857142857146,240.47916666666669,157.07222222222225,0.9815476190476191,0.3205555555555556
Green Park tube station,Waterloo tube station,12.58,1,2704,4701,15.416666666666666,55.964285714285715,228.52083333333334,125.90277777777777,0.9327380952380953,0.2569444444444444
Green Park tube station,West Brompton tube station,28.15,1,5028,5590,23.1,66.54761904761905,271.73611111111114,188.65,1.1091269841269842,0.385
Green Park tube station,West Kensington tube station,27.12,1,6388,6388,23.883333333333333,76.04761904761905,310.5277777777778,195.04722222222222,1.2674603174603176,0.39805555555555555
Green Park tube station,Westbourne Park tube station,29.85,2,7001,6177,24.35,73.53571428571429,300.27083333333337,198.85833333333335,1.2255952380952382,0.4058333333333334
Green Park tube station,Westminster tube station,12.47,1,1834,3358,10.95,39.97619047619048,163.23611111111114,89.425,0.6662698412698413,0.1825
Gunnersbury tube station,Hammersmith tube station,18.33,1,4191,3788,16.1,45.095238095238095,184.13888888888889,131.48333333333335,0.7515873015873016,0.26833333333333337
Gunnersbury tube station,Hanger Lane tube station,54.45,2,12402,5604,22.65,66.71428571428572,272.4166666666667,184.975,1.111904761904762,0.3775
Gunnersbury tube station,Kew Gardens tube station,9.27,1,1874,2930,13.016666666666667,34.88095238095239,142.43055555555557,106.30277777777779,0.5813492063492064,0.21694444444444447
Gunnersbury tube station,Latimer Road tube station,36.93,2,6739,6277,23.233333333333334,74.72619047619047,305.1319444444444,189.7388888888889,1.2454365079365077,0.38722222222222225
Gunnersbury tube station,North Acton tube station,39.82,1,7047,4888,21.916666666666668,58.19047619047619,237.61111111111111,178.98611111111111,0.9698412698412698,0.3652777777777778
Gunnersbury tube station,North Ealing tube station,40.38,2,10396,4247,17.55,50.55952380952382,206.4513888888889,143.32500000000002,0.8426587301587303,0.29250000000000004
Gunnersbury tube station,Northfields tube station,45.4,2,11165,4134,16.116666666666667,49.214285714285715,200.95833333333331,131.61944444444447,0.8202380952380952,0.26861111111111113
Gunnersbury tube station,Park Royal tube station,43.88,2,11597,5721,22.666666666666668,68.10714285714286,278.1041666666667,185.11111111111114,1.1351190476190476,0.3777777777777778
Gunnersbury tube station,Ravenscourt Park tube station,16.78,1,3230,2883,11.633333333333333,34.32142857142857,140.14583333333331,95.00555555555556,0.5720238095238095,0.1938888888888889
Gunnersbury tube station,Shepherd's Bush tube station,42.38,2,6203,5109,20.083333333333332,60.82142857142858,248.3541666666667,164.01388888888889,1.0136904761904764,0.3347222222222222
Gunnersbury tube station,Shepherd's Bush Market tube station,32.45,2,5573,4755,18.683333333333334,56.60714285714286,231.14583333333334,152.58055555555555,0.943452380952381,0.3113888888888889
Gunnersbury tube station,South Ealing tube station,39.55,2,10681,3781,14.7,45.011904761904766,183.79861111111114,120.05,0.7501984126984128,0.245
Gunnersbury tube station,Stamford Brook tube station,13.82,1,2406,2455,10.783333333333333,29.226190476190478,119.34027777777779,88.0638888888889,0.48710317460317465,0.17972222222222223
Gunnersbury tube station,Turnham Green tube station,12.02,1,1784,1878,8.4,22.357142857142858,91.29166666666667,68.60000000000001,0.3726190476190476,0.14
Gunnersbury tube station,West Acton tube station,42.55,2,6314,4733,20.65,56.345238095238095,230.07638888888889,168.64166666666665,0.9390873015873016,0.3441666666666666
Gunnersbury tube station,West Kensington tube station,21.22,1,5351,5392,21.5,64.19047619047619,262.1111111111111,175.58333333333334,1.0698412698412698,0.35833333333333334
Gunnersbury tube station,White City tube station,37.75,2,6351,5356,20.25,63.761904761904766,260.3611111111111,165.375,1.0626984126984127,0.3375
Gunnersbury tube station,Wood Lane tube station,33.629999999999995,2,6069,5233,19.966666666666665,62.29761904761905,254.38194444444446,163.06111111111107,1.0382936507936509,0.33277777777777773
Hammersmith tube station,High Street Kensington tube station,22.42,2,3789,2681,13.316666666666666,31.91666666666667,130.3263888888889,108.75277777777778,0.5319444444444446,0.22194444444444444
Hammersmith tube station,Holland Park tube station,31.85,2,4613,2990,12.233333333333333,35.595238095238095,145.34722222222223,99.90555555555555,0.5932539682539683,0.20388888888888887
Hammersmith tube station,Kensal Green tube station,48.78,2,10944,5867,22.733333333333334,69.8452380952381,285.2013888888889,185.65555555555557,1.1640873015873017,0.3788888888888889
Hammersmith tube station,Kensington tube station,22.42,2,3789,2681,13.316666666666666,31.91666666666667,130.3263888888889,108.75277777777778,0.5319444444444446,0.22194444444444444
Hammersmith tube station,Kew Gardens tube station,18.03,1,5772,6297,24.45,74.96428571428572,306.10416666666674,199.67499999999998,1.2494047619047621,0.4075
Hammersmith tube station,Knightsbridge tube station,20.62,1,5311,5148,21.066666666666666,61.28571428571429,250.25000000000003,172.04444444444442,1.0214285714285716,0.3511111111111111
Hammersmith tube station,Ladbroke Grove tube station,12.8,1,3216,3741,15.166666666666666,44.53571428571429,181.8541666666667,123.8611111111111,0.7422619047619049,0.25277777777777777
Hammersmith tube station,Lancaster Gate tube station,31.77,1,6537,4963,20.65,59.083333333333336,241.25694444444446,168.64166666666665,0.9847222222222223,0.3441666666666666
Hammersmith tube station,Latimer Road tube station,12.28,1,2580,2849,11.933333333333334,33.91666666666667,138.49305555555557,97.45555555555556,0.5652777777777779,0.1988888888888889
Hammersmith tube station,Maida Vale tube station,35.379999999999995,2,7643,7144,27.6,85.04761904761905,347.27777777777777,225.4,1.4174603174603175,0.46
Hammersmith tube station,North Acton tube station,29.88,2,5476,5601,21.933333333333334,66.67857142857143,272.27083333333337,179.12222222222223,1.1113095238095239,0.3655555555555556
Hammersmith tube station,Notting Hill Gate tube station,25.15,2,4735,3647,17.966666666666665,43.416666666666664,177.28472222222223,146.72777777777776,0.7236111111111111,0.2994444444444444
Hammersmith tube station,Paddington tube station,23.92,1,5960,5337,22.866666666666667,63.53571428571429,259.4375,186.74444444444444,1.0589285714285714,0.3811111111111111
Hammersmith tube station,Parsons Green tube station,31.28,2,4949,4366,16.333333333333332,51.97619047619048,212.23611111111114,133.38888888888889,0.8662698412698414,0.2722222222222222
Hammersmith tube station,Putney Bridge tube station,32.6,2,5885,3343,13.316666666666666,39.79761904761905,162.50694444444446,108.75277777777778,0.6632936507936509,0.22194444444444444
Hammersmith tube station,Queen's Park tube station,41.47,2,9419,7227,26.95,86.03571428571429,351.3125,220.09166666666667,1.4339285714285714,0.44916666666666666
Hammersmith tube station,Queensway tube station,33.15,1,6171,4070,17.2,48.452380952380956,197.84722222222223,140.46666666666667,0.8075396825396826,0.2866666666666667
Hammersmith tube station,Ravenscourt Park tube station,11.0,1,1337,949,6.1,11.297619047619047,46.13194444444444,49.81666666666666,0.1882936507936508,0.10166666666666666
Hammersmith tube station,Royal Oak tube station,17.6,1,5040,6160,25.533333333333335,73.33333333333333,299.4444444444444,208.52222222222224,1.222222222222222,0.4255555555555556
Hammersmith tube station,Shepherd's Bush tube station,17.32,1,2044,1992,9.516666666666667,23.714285714285715,96.83333333333334,77.71944444444445,0.3952380952380953,0.15861111111111112
Hammersmith tube station,Shepherd's Bush Market tube station,7.38,1,1414,1638,8.116666666666667,19.5,79.625,66.28611111111111,0.325,0.13527777777777777
Hammersmith tube station,Sloane Square tube station,20.98,1,5407,6327,25.2,75.32142857142858,307.56250000000006,205.79999999999998,1.255357142857143,0.42
Hammersmith tube station,South Kensington tube station,16.5,1,4185,4355,20.133333333333333,51.845238095238095,211.70138888888889,164.42222222222222,0.8640873015873016,0.33555555555555555
Hammersmith tube station,Stamford Brook tube station,10.9,1,1933,1706,9.333333333333334,20.30952380952381,82.93055555555556,76.22222222222223,0.3384920634920635,0.15555555555555556
Hammersmith tube station,Turnham Green tube station,12.87,1,2542,2555,12.016666666666667,30.41666666666667,124.20138888888891,98.13611111111112,0.5069444444444445,0.2002777777777778
Hammersmith tube station,Warwick Avenue tube station,29.75,1,5912,6803,26.816666666666666,80.98809523809524,330.7013888888889,219.00277777777777,1.3498015873015874,0.4469444444444444
Hammersmith tube station,West Acton tube station,29.78,1,7348,6530,24.183333333333334,77.73809523809524,317.43055555555554,197.49722222222223,1.2956349206349207,0.40305555555555556
Hammersmith tube station,West Brompton tube station,22.8,1,3239,2834,13.016666666666667,33.73809523809524,137.76388888888889,106.30277777777779,0.5623015873015873,0.21694444444444447
Hammersmith tube station,West Kensington tube station,11.1,1,1581,1660,7.916666666666667,19.761904761904763,80.69444444444444,64.65277777777779,0.32936507936507936,0.13194444444444445
Hammersmith tube station,Westbourne Park tube station,14.03,1,3997,4593,18.916666666666668,54.67857142857143,223.27083333333334,154.48611111111114,0.9113095238095238,0.3152777777777778
Hammersmith tube station,White City tube station,12.5,1,2192,2239,9.683333333333334,26.65476190476191,108.8402777777778,79.08055555555555,0.44424603174603183,0.1613888888888889
Hammersmith tube station,Willesden Junction tube station,49.62,2,12207,5218,21.45,62.11904761904762,253.6527777777778,175.17499999999998,1.0353174603174604,0.3575
Hammersmith tube station,Wood Lane tube station,8.379999999999999,1,1910,2116,9.4,25.190476190476193,102.86111111111113,76.76666666666667,0.4198412698412699,0.15666666666666668
Hampstead tube station,Hendon Central tube station,17.72,1,5187,6287,25.15,74.8452380952381,305.61805555555554,205.39166666666665,1.247420634920635,0.41916666666666663
Hampstead tube station,Highgate tube station,34.0,2,8057,3969,20.616666666666667,47.25,192.9375,168.36944444444447,0.7875,0.34361111111111114
Hampstead tube station,Holloway Road tube station,48.88,2,12258,5653,19.35,67.29761904761905,274.7986111111111,158.025,1.1216269841269841,0.3225
Hampstead tube station,Kensal Green tube station,41.23,1,6465,5506,22.033333333333335,65.54761904761905,267.6527777777778,179.9388888888889,1.0924603174603176,0.3672222222222222
Hampstead tube station,Kentish Town tube station,29.47,2,4758,3450,12.15,41.07142857142857,167.70833333333334,99.22500000000001,0.6845238095238095,0.2025
Hampstead tube station,Kilburn tube station,28.8,1,3287,2961,12.6,35.25,143.9375,102.89999999999999,0.5875,0.21
Hampstead tube station,Kilburn Park tube station,42.18,2,10194,4063,14.85,48.36904761904762,197.50694444444446,121.275,0.8061507936507937,0.2475
Hampstead tube station,King's Cross St Pancras tube station,25.05,1,6074,5489,19.233333333333334,65.3452380952381,266.8263888888889,157.07222222222225,1.0890873015873017,0.3205555555555556
Hampstead tube station,Maida Vale tube station,51.77,2,14503,3988,15.083333333333334,47.47619047619048,193.86111111111114,123.18055555555556,0.7912698412698413,0.2513888888888889
Hampstead tube station,Marylebone tube station,40.27,1,5463,5092,17.666666666666668,60.61904761904762,247.52777777777777,144.27777777777777,1.0103174603174603,0.29444444444444445
Hampstead tube station,Mornington Crescent tube station,18.380000000000003,1,4049,4905,18.416666666666668,58.392857142857146,238.43750000000003,150.4027777777778,0.9732142857142858,0.30694444444444446
Hampstead tube station,Paddington tube station,42.28,2,9977,6842,24.133333333333333,81.45238095238096,332.5972222222223,197.08888888888887,1.3575396825396828,0.4022222222222222
Hampstead tube station,Queen's Park tube station,37.57,1,5418,4589,17.166666666666668,54.63095238095239,223.0763888888889,140.19444444444446,0.9105158730158731,0.28611111111111115
Hampstead tube station,Regent's Park tube station,31.08,1,6044,5381,21.916666666666668,64.05952380952381,261.57638888888886,178.98611111111111,1.0676587301587301,0.3652777777777778
Hampstead tube station,Royal Oak tube station,45.32,2,9232,5868,21.683333333333334,69.85714285714286,285.25,177.08055555555555,1.1642857142857144,0.36138888888888887
Hampstead tube station,St John's Wood tube station,31.28,1,3273,2991,11.683333333333334,35.60714285714286,145.39583333333337,95.41388888888889,0.5934523809523811,0.1947222222222222
Hampstead tube station,Tufnell Park tube station,29.73,2,5454,3535,13.283333333333333,42.083333333333336,171.8402777777778,108.48055555555555,0.701388888888889,0.22138888888888889
Hampstead tube station,Warren Street tube station,22.27,1,5449,5838,20.983333333333334,69.5,283.7916666666667,171.36388888888888,1.1583333333333334,0.3497222222222222
Hampstead tube station,Warwick Avenue tube station,52.68,2,13765,4644,17.133333333333333,55.28571428571429,225.75,139.92222222222222,0.9214285714285715,0.28555555555555556
Hampstead tube station,West Hampstead tube station,24.28,1,3193,2078,8.966666666666667,24.73809523809524,101.0138888888889,73.22777777777777,0.41230158730158734,0.14944444444444444
Hampstead tube station,Westbourne Park tube station,46.42,2,10228,5490,20.716666666666665,65.35714285714286,266.87500000000006,169.1861111111111,1.0892857142857144,0.34527777777777774
Hampstead tube station,Willesden Green tube station,33.129999999999995,1,4575,3722,15.633333333333333,44.30952380952382,180.9305555555556,127.67222222222222,0.7384920634920636,0.26055555555555554
Hanger Lane tube station,Harlesden tube station,22.23,1,4233,3481,14.1,41.44047619047619,169.21527777777777,115.14999999999999,0.6906746031746032,0.235
Hanger Lane tube station,Kensal Green tube station,70.63,2,20754,7608,27.55,90.57142857142858,369.83333333333337,224.99166666666667,1.5095238095238097,0.45916666666666667
Hanger Lane tube station,Neasden tube station,59.92,2,22425,5876,23.133333333333333,69.95238095238096,285.6388888888889,188.92222222222222,1.165873015873016,0.38555555555555554
Hanger Lane tube station,North Acton tube station,15.53,1,2801,3989,16.15,47.48809523809525,193.90972222222226,131.89166666666668,0.7914682539682542,0.26916666666666667
Hanger Lane tube station,North Ealing tube station,20.33,1,1999,1778,6.783333333333333,21.166666666666668,86.43055555555556,55.39722222222222,0.3527777777777778,0.11305555555555555
Hanger Lane tube station,Northfields tube station,45.35,2,6607,5005,16.933333333333334,59.583333333333336,243.29861111111111,138.2888888888889,0.9930555555555556,0.2822222222222222
Hanger Lane tube station,South Ealing tube station,43.5,2,6123,4322,14.6,51.452380952380956,210.09722222222223,119.23333333333332,0.8575396825396826,0.24333333333333332
Hanger Lane tube station,Stonebridge Park tube station,17.18,1,2704,2991,9.766666666666667,35.60714285714286,145.39583333333337,79.76111111111112,0.5934523809523811,0.1627777777777778
Hanger Lane tube station,Turnham Green tube station,39.97,2,6219,5941,20.116666666666667,70.72619047619047,288.7986111111111,164.28611111111113,1.178769841269841,0.3352777777777778
Hanger Lane tube station,West Acton tube station,28.95,2,4693,2409,8.816666666666666,28.67857142857143,117.10416666666667,72.00277777777777,0.4779761904761905,0.14694444444444443
Hanger Lane tube station,Willesden Junction tube station,38.85,1,4481,4800,20.583333333333332,57.142857142857146,233.33333333333334,168.09722222222223,0.9523809523809524,0.34305555555555556
Harlesden tube station,Holland Park tube station,55.62,2,15315,7337,24.783333333333335,87.3452380952381,356.6597222222223,202.39722222222224,1.4557539682539684,0.41305555555555556
Harlesden tube station,Kensal Green tube station,15.87,1,2934,2859,10.216666666666667,34.03571428571429,138.97916666666669,83.43611111111112,0.5672619047619049,0.17027777777777778
Harlesden tube station,Kilburn tube station,33.370000000000005,2,4944,4887,18.2,58.17857142857143,237.5625,148.63333333333333,0.9696428571428571,0.30333333333333334
Harlesden tube station,Kilburn Park tube station,15.97,1,4769,5413,18.3,64.44047619047619,263.13194444444446,149.45,1.0740079365079365,0.305
Harlesden tube station,Ladbroke Grove tube station,42.2,2,11377,5933,19.016666666666666,70.63095238095238,288.40972222222223,155.30277777777778,1.1771825396825397,0.3169444444444444
Harlesden tube station,Latimer Road tube station,44.15,2,12054,4776,15.916666666666666,56.85714285714286,232.16666666666669,129.98611111111111,0.9476190476190477,0.2652777777777778
Harlesden tube station,Maida Vale tube station,17.97,1,5595,7299,24.05,86.89285714285715,354.81250000000006,196.40833333333333,1.448214285714286,0.4008333333333333
Harlesden tube station,North Ealing tube station,73.97,2,24926,4037,13.683333333333334,48.05952380952382,196.2430555555556,111.74722222222223,0.8009920634920636,0.22805555555555557
Harlesden tube station,Park Royal tube station,20.57,1,2763,2815,11.1,33.511904761904766,136.8402777777778,90.65,0.5585317460317462,0.185
Harlesden tube station,Queen's Park tube station,16.55,1,4102,4219,14.433333333333334,50.22619047619048,205.0902777777778,117.87222222222222,0.8371031746031747,0.24055555555555555
Harlesden tube station,Shepherd's Bush tube station,53.48,2,16106,5525,19.033333333333335,65.77380952380953,268.5763888888889,155.4388888888889,1.0962301587301588,0.31722222222222224
Harlesden tube station,Shepherd's Bush Market tube station,44.92,2,13098,5302,18.616666666666667,63.11904761904762,257.73611111111114,152.0361111111111,1.051984126984127,0.31027777777777776
Harlesden tube station,Stamford Brook tube station,50.4,3,12169,6463,23.05,76.94047619047619,314.1736111111111,188.24166666666667,1.2823412698412697,0.38416666666666666
Harlesden tube station,Stonebridge Park tube station,10.08,1,1716,1926,8.066666666666666,22.92857142857143,93.62500000000001,65.87777777777778,0.3821428571428572,0.13444444444444445
Harlesden tube station,Turnham Green tube station,48.6,3,11547,6197,21.133333333333333,73.77380952380953,301.2430555555556,172.58888888888887,1.2295634920634921,0.3522222222222222
Harlesden tube station,West Hampstead tube station,31.53,2,5524,5693,23.25,67.77380952380953,276.7430555555556,189.875,1.1295634920634923,0.3875
Harlesden tube station,Westbourne Park tube station,39.620000000000005,2,10660,5468,18.416666666666668,65.0952380952381,265.8055555555556,150.4027777777778,1.084920634920635,0.30694444444444446
Harlesden tube station,White City tube station,47.87,2,12894,4256,14.483333333333333,50.666666666666664,206.88888888888889,118.28055555555555,0.8444444444444444,0.24138888888888888
Harlesden tube station,Willesden Green tube station,48.2,2,15152,3599,14.7,42.845238095238095,174.95138888888889,120.05,0.7140873015873016,0.245
Harlesden tube station,Willesden Junction tube station,10.2,1,1274,1447,6.733333333333333,17.226190476190478,70.34027777777779,54.98888888888889,0.28710317460317464,0.11222222222222222
